date,customer_id,invoice_id,event_type,detail
2026-04-08,C-07,INV-2258,INVOICE_SETTLED,payment 7028.79 received; balance cleared
2026-04-11,C-06,INV-2219,INVOICE_SETTLED,payment 28649.63 received; balance cleared
2026-04-12,C-10,INV-2345,INVOICE_SETTLED,payment 15529.14 received; balance cleared
2026-04-12,C-01,INV-2024,INVOICE_SETTLED,payment 14477.63 received; balance cleared
2026-04-13,C-12,INV-2416,INVOICE_SETTLED,payment 12322.23 received; balance cleared
2026-04-16,C-02,INV-2070,INVOICE_SETTLED,payment 8659.09 received; balance cleared
2026-04-17,C-07,INV-2259,PARTIAL_PAYMENT,received 2880.82; 2880.82 outstanding; PAYMENT_IN_FLIGHT hold for 5d
2026-04-19,C-02,INV-2072,INVOICE_SETTLED,payment 7367.32 received; balance cleared
2026-04-19,C-01,INV-2025,INVOICE_SETTLED,payment 20512.70 received; balance cleared
2026-04-19,C-01,INV-2026,INVOICE_SETTLED,payment 15850.81 received; balance cleared
2026-04-19,C-04,INV-2152,INVOICE_SETTLED,payment 12242.55 received; balance cleared
2026-04-19,C-09,INV-2313,INVOICE_SETTLED,payment 7714.16 received; balance cleared
2026-04-22,C-06,INV-2217,INVOICE_SETTLED,payment 23312.90 received; balance cleared
2026-04-23,C-12,INV-2417,INVOICE_SETTLED,payment 16543.36 received; balance cleared
2026-04-23,C-07,INV-2259,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2026-04-25,C-05,INV-2172,INVOICE_SETTLED,payment 415.35 received; balance cleared
2026-04-25,C-07,INV-2259,INVOICE_SETTLED,payment 2880.82 received; balance cleared
2026-04-27,C-04,INV-2151,INVOICE_SETTLED,payment 10428.64 received; balance cleared
2026-04-28,C-10,INV-2347,INVOICE_SETTLED,payment 21201.82 received; balance cleared
2026-04-30,C-06,INV-2218,INVOICE_SETTLED,payment 29602.31 received; balance cleared
2026-05-01,C-12,INV-2419,INVOICE_SETTLED,payment 9239.38 received; balance cleared
2026-05-03,C-03,INV-2113,INVOICE_SETTLED,payment 15113.26 received; balance cleared
2026-05-05,C-10,INV-2348,INVOICE_SETTLED,payment 15377.51 received; balance cleared
2026-05-05,C-02,INV-2074,INVOICE_SETTLED,payment 7551.38 received; balance cleared
2026-05-09,C-02,INV-2073,INVOICE_SETTLED,payment 8859.68 received; balance cleared
2026-05-10,C-07,INV-2262,PARTIAL_PAYMENT,received 4191.61; 4191.62 outstanding; PAYMENT_IN_FLIGHT hold for 5d
2026-05-11,C-08,INV-2283,INVOICE_SETTLED,payment 62703.00 received; balance cleared
2026-05-15,C-02,INV-2075,INVOICE_SETTLED,payment 11724.82 received; balance cleared
2026-05-15,C-01,INV-2027,INVOICE_SETTLED,payment 13384.52 received; balance cleared
2026-05-15,C-12,INV-2420,INVOICE_SETTLED,payment 8942.71 received; balance cleared
2026-05-16,C-07,INV-2260,INVOICE_SETTLED,payment 3091.23 received; balance cleared
2026-05-16,C-12,INV-2418,INVOICE_SETTLED,payment 9450.31 received; balance cleared
2026-05-16,C-07,INV-2262,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2026-05-17,C-09,INV-2315,INVOICE_SETTLED,payment 4317.01 received; balance cleared
2026-05-17,C-04,INV-2153,INVOICE_SETTLED,payment 12725.02 received; balance cleared
2026-05-18,C-01,INV-2028,INVOICE_SETTLED,payment 20149.78 received; balance cleared
2026-05-19,C-06,INV-2222,INVOICE_SETTLED,payment 34566.16 received; balance cleared
2026-05-19,C-06,INV-2221,INVOICE_SETTLED,payment 29484.56 received; balance cleared
2026-05-20,C-03,INV-2114,INVOICE_SETTLED,payment 37523.75 received; balance cleared
2026-05-20,C-04,INV-2154,INVOICE_SETTLED,payment 12558.48 received; balance cleared
2026-05-21,C-10,INV-2349,INVOICE_SETTLED,payment 21334.29 received; balance cleared
2026-05-21,C-11,INV-2373,INVOICE_SETTLED,payment 22238.39 received; balance cleared
2026-05-21,C-09,INV-2316,INVOICE_SETTLED,payment 8129.55 received; balance cleared
2026-05-22,C-07,INV-2261,INVOICE_SETTLED,payment 7267.07 received; balance cleared
2026-05-23,C-06,INV-2220,INVOICE_SETTLED,payment 41969.05 received; balance cleared
2026-05-27,C-08,INV-2284,INVOICE_SETTLED,payment 109411.78 received; balance cleared
2026-05-28,C-07,INV-2262,INVOICE_SETTLED,payment 4191.62 received; balance cleared
2026-05-30,C-04,INV-2155,INVOICE_SETTLED,payment 13205.31 received; balance cleared
2026-05-31,C-05,INV-2173,INVOICE_SETTLED,payment 339.10 received; balance cleared
2026-06-03,C-10,INV-2350,INVOICE_SETTLED,payment 14087.92 received; balance cleared
2026-06-06,C-09,INV-2317,INVOICE_SETTLED,payment 6376.34 received; balance cleared
2026-06-07,C-11,INV-2374,INVOICE_SETTLED,payment 13176.79 received; balance cleared
2026-06-11,C-02,INV-2078,INVOICE_SETTLED,payment 8024.29 received; balance cleared
2026-06-11,C-12,INV-2422,INVOICE_SETTLED,payment 10668.18 received; balance cleared
2026-06-12,C-02,INV-2076,INVOICE_SETTLED,payment 6477.99 received; balance cleared
2026-06-16,C-03,INV-2115,INVOICE_SETTLED,payment 22789.82 received; balance cleared
2026-06-17,C-02,INV-2077,INVOICE_SETTLED,payment 10350.79 received; balance cleared
2026-06-19,C-04,INV-2156,INVOICE_SETTLED,payment 13913.78 received; balance cleared
2026-06-20,C-03,INV-2116,INVOICE_SETTLED,payment 33974.70 received; balance cleared
2026-06-20,C-07,INV-2264,INVOICE_SETTLED,payment 6391.06 received; balance cleared
2026-06-21,C-01,INV-2029,INVOICE_SETTLED,payment 13148.70 received; balance cleared
2026-06-24,C-06,INV-2225,INVOICE_SETTLED,payment 34886.81 received; balance cleared
2026-06-24,C-12,INV-2423,INVOICE_SETTLED,payment 5257.62 received; balance cleared
2026-06-25,C-09,INV-2318,INVOICE_SETTLED,payment 5645.89 received; balance cleared
2026-06-26,C-06,INV-2223,INVOICE_SETTLED,payment 25683.85 received; balance cleared
2026-06-26,C-06,INV-2224,INVOICE_SETTLED,payment 26696.50 received; balance cleared
2026-06-27,C-12,INV-2421,INVOICE_SETTLED,payment 13954.85 received; balance cleared
2026-06-28,C-02,INV-2081,INVOICE_SETTLED,payment 7220.16 received; balance cleared
2026-06-30,C-07,INV-2263,PARTIAL_PAYMENT,received 2269.55; 2269.55 outstanding; PAYMENT_IN_FLIGHT hold for 5d
2026-07-01,C-02,INV-2080,INVOICE_SETTLED,payment 5954.35 received; balance cleared
2026-07-01,C-12,INV-2426,INVOICE_SETTLED,payment 9254.16 received; balance cleared
2026-07-04,C-09,INV-2319,INVOICE_SETTLED,payment 10772.02 received; balance cleared
2026-07-06,C-03,INV-2117,INVOICE_SETTLED,payment 28500.06 received; balance cleared
2026-07-06,C-07,INV-2263,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2026-07-07,C-02,INV-2079,INVOICE_SETTLED,payment 7684.55 received; balance cleared
2026-07-07,C-04,INV-2158,INVOICE_SETTLED,payment 13323.22 received; balance cleared
2026-07-07,C-12,INV-2424,INVOICE_SETTLED,payment 8683.72 received; balance cleared
2026-07-08,C-05,INV-2174,INVOICE_SETTLED,payment 412.65 received; balance cleared
2026-07-08,C-10,INV-2352,INVOICE_SETTLED,payment 19961.63 received; balance cleared
2026-07-09,C-01,INV-2030,INVOICE_SETTLED,payment 21352.59 received; balance cleared
2026-07-10,C-10,INV-2351,INVOICE_SETTLED,payment 11976.02 received; balance cleared
2026-07-12,C-04,INV-2157,INVOICE_SETTLED,payment 8828.08 received; balance cleared
2026-07-13,C-07,INV-2263,INVOICE_SETTLED,payment 2269.55 received; balance cleared
2026-07-16,C-09,INV-2320,INVOICE_SETTLED,payment 5400.80 received; balance cleared
2026-07-18,C-11,INV-2375,INVOICE_SETTLED,payment 23713.53 received; balance cleared
2026-07-20,C-12,INV-2425,INVOICE_SETTLED,payment 13649.71 received; balance cleared
2026-07-21,C-01,INV-2032,INVOICE_SETTLED,payment 15467.16 received; balance cleared
2026-07-23,C-05,INV-2175,INVOICE_SETTLED,payment 272.39 received; balance cleared
2026-07-25,C-06,INV-2227,INVOICE_SETTLED,payment 20923.92 received; balance cleared
2026-07-25,C-06,INV-2228,INVOICE_SETTLED,payment 30079.26 received; balance cleared
2026-07-26,C-08,INV-2285,INVOICE_SETTLED,payment 74675.47 received; balance cleared
2026-07-27,C-03,INV-2118,INVOICE_SETTLED,payment 29011.08 received; balance cleared
2026-07-28,C-06,INV-2226,INVOICE_SETTLED,payment 24585.87 received; balance cleared
2026-07-28,C-07,INV-2266,INVOICE_SETTLED,payment 7733.98 received; balance cleared
2026-08-01,C-11,INV-2376,INVOICE_SETTLED,payment 14302.91 received; balance cleared
2026-08-01,C-01,INV-2031,INVOICE_SETTLED,payment 19076.44 received; balance cleared
2026-08-02,C-07,INV-2265,INVOICE_SETTLED,payment 8015.73 received; balance cleared
2026-08-03,C-10,INV-2353,INVOICE_SETTLED,payment 15128.58 received; balance cleared
2026-08-06,C-03,INV-2120,INVOICE_SETTLED,payment 29487.59 received; balance cleared
2026-08-11,C-09,INV-2322,INVOICE_SETTLED,payment 6955.27 received; balance cleared
2026-08-11,C-04,INV-2159,INVOICE_SETTLED,payment 11263.04 received; balance cleared
2026-08-11,C-06,INV-2231,INVOICE_SETTLED,payment 34354.30 received; balance cleared
2026-08-12,C-06,INV-2230,INVOICE_SETTLED,payment 33635.15 received; balance cleared
2026-08-12,C-03,INV-2121,REPLY_RECEIVED,"15_reply.txt -> PROMISE_TO_PAY (conf 0.97, engine llm)"
2026-08-12,C-03,INV-2121,HOLD_SET,PROMISE_TO_PAY until 2026-08-31 - promised 2026-08-29 (+2d grace)
2026-08-13,C-02,INV-2082,INVOICE_SETTLED,payment 14060.35 received; balance cleared
2026-08-13,C-05,INV-2178,REPLY_RECEIVED,"14_reply.txt -> PAYMENT_PLAN_REQUEST (conf 0.97, engine llm)"
2026-08-13,C-05,INV-2178,HOLD_SET,PAYMENT_PLAN_PENDING until 2026-08-23 - customer requested a payment plan; agreement needs a human
2026-08-14,C-04,INV-2162,REPLY_RECEIVED,"06_reply.txt -> CONTACT_CHANGE (conf 0.95, engine llm)"
2026-08-14,C-04,INV-2162,CONTACT_CHANGE_PROPOSED,inbound mail asks us to use ap-team@vantage.com; NOT applied automatically - a new remit-to contact is a human decision; old address marked undeliverable
2026-08-15,C-10,INV-2354,INVOICE_SETTLED,payment 6291.33 received; balance cleared
2026-08-15,C-11,INV-2377,REPLY_RECEIVED,"09_reply.txt -> BOUNCE (conf 0.99, engine llm)"
2026-08-15,C-11,INV-2377,ADDRESS_UNDELIVERABLE,sam.ito@ingleby.com hard-bounced; future contact reroutes to controller
2026-08-16,C-12,INV-2427,INVOICE_SETTLED,payment 9066.55 received; balance cleared
2026-08-16,C-08,INV-2287,REPLY_RECEIVED,"10_reply.txt -> AUTO_TICKET (conf 0.97, engine llm)"
2026-08-16,C-08,INV-2287,HOLD_SET,PORTAL_SLA until 2026-08-28 - 10 business days
2026-08-17,C-02,INV-2084,INVOICE_SETTLED,payment 9801.29 received; balance cleared
2026-08-17,C-10,INV-2356,REPLY_RECEIVED,"04_reply.txt -> DISPUTE (conf 0.95, engine llm)"
2026-08-17,C-10,INV-2356,HOLD_SET,DISPUTE until 2026-08-27 - customer disputes whole balance; chasing suspended pending review
2026-08-17,C-04,INV-2161,REPLY_RECEIVED,"20_reply.txt -> PO_MISMATCH (conf 0.98, engine llm)"
2026-08-17,C-04,INV-2161,HOLD_DEFERRED,REISSUE_REQUIRED: INV-2161 is not issued until 2026-08-23; hold parked until then
2026-08-18,C-03,INV-2119,INVOICE_SETTLED,payment 25492.85 received; balance cleared
2026-08-18,C-09,INV-2324,REPLY_RECEIVED,"01_reply.txt -> OUT_OF_OFFICE (conf 0.99, engine llm)"
2026-08-18,C-09,INV-2324,HOLD_SET,OOO_DEFER until 2026-09-01 - contact away until 2026-09-01
2026-08-18,C-02,INV-2085,REPLY_RECEIVED,"13_reply.txt -> INVOICE_NOT_RECEIVED (conf 0.75, engine llm)"
2026-08-18,C-02,INV-2085,HOLD_SET,"REISSUE_REQUIRED until 2026-08-25 - invoice cannot be processed as issued (PO/delivery problem); reissue is our action, not theirs"
2026-08-19,C-06,INV-2231,REPLY_RECEIVED,"02_reply.txt -> CLAIMS_ALREADY_PAID (conf 0.97, engine llm)"
2026-08-19,C-06,INV-2231,REPLY_ALREADY_RECONCILED,PAYMENT_IN_FLIGHT not applied: invoice was settled on 2026-08-11; the payment ledger already agrees with the customer
2026-08-19,C-12,INV-2431,REPLY_RECEIVED,"08_reply.txt -> ACKNOWLEDGEMENT (conf 0.92, engine llm)"
2026-08-19,C-12,INV-2431,ACKNOWLEDGED,customer acknowledged without committing; cadence clock reset
2026-08-19,C-06,INV-2229,REPLY_RECEIVED,"16_reply.txt -> INFO_REQUEST (conf 0.95, engine llm)"
2026-08-19,C-06,INV-2229,HOLD_SET,INFO_REQUEST until 2026-08-24 - customer asked us for information before paying
2026-08-20,C-08,INV-2286,INVOICE_SETTLED,payment 116220.20 received; balance cleared
2026-08-20,C-02,INV-2087,REPLY_RECEIVED,"03_reply.txt -> CLAIMS_ALREADY_PAID (conf 0.95, engine llm)"
2026-08-20,C-02,INV-2087,HOLD_SET,PAYMENT_IN_FLIGHT until 2026-08-25 - customer states payment made/sent; awaiting bank reconciliation.
2026-08-20,C-01,INV-2033,REPLY_RECEIVED,"12_reply.txt -> UNRECOGNIZED_INVOICE (conf 0.92, engine llm)"
2026-08-20,C-01,INV-2033,HOLD_SET,"REISSUE_REQUIRED until 2026-08-27 - invoice cannot be processed as issued (PO/delivery problem); reissue is our action, not theirs"
2026-08-20,C-10,INV-2357,REPLY_RECEIVED,"17_reply.txt -> INVOICE_NOT_RECEIVED (conf 0.85, engine llm)"
2026-08-20,C-10,INV-2357,HOLD_SET,"REISSUE_REQUIRED until 2026-08-27 - invoice cannot be processed as issued (PO/delivery problem); reissue is our action, not theirs"
2026-08-21,C-05,INV-2176,INVOICE_SETTLED,payment 314.27 received; balance cleared
2026-08-21,C-04,INV-2160,INVOICE_SETTLED,payment 11520.61 received; balance cleared
2026-08-21,C-07,INV-2267,REPLY_RECEIVED,"05_reply.txt -> PAYMENT_PLAN_REQUEST (conf 0.90, engine llm)"
2026-08-21,C-07,INV-2267,HOLD_SET,PAYMENT_PLAN_PENDING until 2026-08-31 - customer requested a payment plan; agreement needs a human
2026-08-21,C-03,INV-2122,REPLY_RECEIVED,"11_reply.txt -> LEGAL_THREAT (conf 1.00, engine override)"
2026-08-21,C-03,INV-2122,LEGAL_LOCK,deterministic keyword override; every invoice on this account is frozen until a human releases it
2026-08-21,C-03,INV-2122,HOLD_SET,LEGAL_HOLD until human release - rules=DISPUTE llm=LEGAL_THREAT; llm label used. legal keyword 'legal counsel' detected; deterministic override locked the account.
2026-08-22,C-10,INV-2355,INVOICE_SETTLED,payment 18720.96 received; balance cleared
2026-08-22,C-02,INV-2083,INVOICE_SETTLED,payment 8024.00 received; balance cleared
2026-08-22,C-05,INV-2177,REPLY_RECEIVED,"07_reply.txt -> RELATIONSHIP_RISK (conf 0.95, engine llm)"
2026-08-22,C-05,INV-2177,RELATIONSHIP_RISK,customer threatened the relationship; automated chasing frozen for 30d and handed to the account director
2026-08-22,C-07,INV-2268,REPLY_RECEIVED,"18_reply.txt -> UNKNOWN (conf 0.82, engine llm)"
2026-08-22,C-07,INV-2268,HOLD_SET,UNREADABLE_REPLY until 2026-08-25 - reply could not be classified with confidence (0.82); a human should read it
2026-08-23,C-09,INV-2321,INVOICE_SETTLED,payment 5716.21 received; balance cleared
2026-08-23,C-12,INV-2429,INVOICE_SETTLED,payment 11103.19 received; balance cleared
2026-08-23,C-04,INV-2161,HOLD_SET,"REISSUE_REQUIRED until 2026-08-30 - deferred from the reply received 2026-08-17, which predated the invoice"
2026-08-24,C-12,INV-2430,REPLY_RECEIVED,"19_reply.txt -> REMITTANCE_ADVICE (conf 0.99, engine llm)"
2026-08-24,C-12,INV-2430,HOLD_SET,PAYMENT_IN_FLIGHT until 2026-08-29 - customer states payment made/sent; awaiting bank reconciliation. customer states payment made/sent 2026-08-24; requires reconciliation.
2026-08-24,C-05,INV-2178,HOLD_EXPIRED,PAYMENT_PLAN_PENDING expired
2026-08-25,C-12,INV-2428,INVOICE_SETTLED,payment 11617.48 received; balance cleared
2026-08-25,C-06,INV-2229,HOLD_EXPIRED,INFO_REQUEST expired
2026-08-26,C-02,INV-2087,HOLD_EXPIRED,claimed payment never arrived; reconciliation window closed
2026-08-26,C-02,INV-2085,HOLD_EXPIRED,REISSUE_REQUIRED expired
2026-08-26,C-07,INV-2268,HOLD_EXPIRED,UNREADABLE_REPLY expired
2026-08-26,C-06,INV-2231,DATA_QUALITY,"accounting export says status=open, payments say paid; the agent used the payment ledger"
